"score","text","sentiment"
0,"b'Yesterday I received calls frm +7458028652 n +917291078782.They informed me that they r frm #Paytm n I hav been sel\xe2\x80\xa6 https://t.co/VfqVt1GbIE'","neutral"
0,"b'Poonam Yadav  FOUR! India Women 206/9 (48.6) (14x4, 4x6) @paytm #IndvEng #ODI'","neutral"
0,"b'Ekta Bisht  FOUR! India Women 199/9 (48.1) (13x4, 4x6) @paytm #IndvEng #ODI'","neutral"
0,"b""Don't u pple feel ashamed of urslf i agreed to get tht amnt in wlt . Flr sprvsr Mr. Manish prmsd tht I'l b gtg tht\xe2\x80\xa6 https://t.co/xsD2TlfM2Z""","neutral"
0,"b'@BCCIWomen @chopraanjum @Paytm Mandhana 86! This Maha golden girl is a valuable asset to the team. Unfortunately she missed a100.'","neutral"
0,"b'@BCCIWomen @Paytm She should learn to get singles wasting this many deliveries n getting out'","neutral"
2,"b'@mandhana_smriti as always...... She is like a gem...... \n\n@paytm #IndvEng #ODI'","positive"
0,"b'@BCCIWomen @Paytm They r wasting all the hard work done by mandhana'","neutral"
0,"b'Sophie Ecclestone 4 WICKETS! (8.4-2-31-4), India Women 183/8 @paytm #IndvEng #ODI'","neutral"
0,"b'WICKET! Over: 45.4 Jhulan Goswami 2(18) b Sophie Ecclestone, India Women 183/8 @paytm #IndvEng #ODI'","neutral"
0,"b""@paytmmallcare @Paytm @Paytmcare : Hi PayTM, As mentioned earlier, I don't have the Order ID with me as PayTM does\xe2\x80\xa6 https://t.co/EGSPWRWyX5""","neutral"
0,"b'@paytmmallcare @Paytm Will advise all my associates, friends, society people to beware of such fraudsters'","neutral"
0,"b'@paytmmallcare @Paytm Selling used products'","neutral"
0,"b'@dilipsainidks @PaytmBank @vijayshekhar @Paytm @Paytmcare Han jaruri hai'","neutral"
0,"b'We can use #Vodaoffer coupon to vodafone number can we use #Voda50 to any other vodafone number \n@Paytm @Paytmcare'","neutral"
-1,"b'@paytmmallcare @Paytm You yourself have partnered with fraud sellers like e Setu Pune and worst, irresponsible cour\xe2\x80\xa6 https://t.co/AM9SPMg7rh'","negative"
0,"b'@BCCIWomen @Paytm No Dsr too'","neutral"
0,"b'WICKET! Over: 43.6 Veda Krishnamurthy 8(16) lbw Sophie Ecclestone, India Women 182/7 @paytm #IndvEng #ODI'","neutral"
0,"b'Veda Krishnamurthy  FOUR! India Women 182/6 (43.4) (12x4, 4x6) @paytm #IndvEng #ODI'","neutral"
0,"b'@sourav_053 @PaytmBank @vijayshekhar @Paytm @Paytmcare \xe0\xa4\x87\xe0\xa4\xb8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x95\xe0\xa5\x87\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\x88\xe0\xa4\xb8\xe0\xa5\x80 \xe0\xa4\x9c\xe0\xa4\xb0\xe0\xa5\x82\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x9c\xe0\xa4\xb0\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe'","neutral"
1,"b'Hi team help me with this i didnt apply any promo code ONCEAMONTH this month  but showing like I have already used\xe2\x80\xa6 https://t.co/JsZ08daLuk'","positive"
0,"b'WICKET! Over: 41.1 S B Verma 3(15) lbw Sophie Ecclestone, India Women 175/6 @paytm #IndvEng #ODI'","neutral"
1,"b'@Paytmcare @Paytm Being troubled for the last 2 months, your employees did not get any answer correctly, no help, i\xe2\x80\xa6 https://t.co/JF0SfCY8XY'","positive"
-1,"b'@sthalekar93 @ICC @BCCIWomen @Paytm Yeh true... hope ind WL back in this game..gr8 knock by Smriti\xe2\x98\xba\xf0\x9f\x91\x8d'","negative"
1,"b'The reviews are pouring in @BlackmailFilm is a hit! \nBook your tickets today &amp; watch this entertaining movie at\xe2\x80\xa6 https://t.co/OUcIyhvbfB'","positive"
1,"b'End Of Over 40 - India Women 174/5, Need 34 Run(s) to Win, Veda Krishnamurthy 3(9) S B Verma 2(8) @paytm #IndvEng #ODI'","positive"
0,"b'@Paytm @Paytmcare @Paytmcare  @Paytm  any casback or promocode on adding and sending money on paytm'","neutral"
-1,"b'@Paytmcare @Paytm Please provide me a status of the following Transaction IDs 1. 2018040411121280011016829872247594\xe2\x80\xa6 https://t.co/uJDT3JhTgr'","negative"
-1,"b""Oh dear... Mandhana out. Surely we aren't going to see the @ICC WC final again with @BCCIWomen losing wickets &amp; the game? #IndvEng @Paytm""","negative"
1,"b""@Subirsrkjsr @Paytmcare @Paytm Don't trust these guys. It's more than a month I paid my electric bill and they are\xe2\x80\xa6 https://t.co/Q0ZHWyANpT""","positive"
0,"b'@paytmmallcare @Paytmcare @Paytm @PaytmMall order not being cancelled since morning.\nNow status has been changed to\xe2\x80\xa6 https://t.co/aiwKm3hGM1'","neutral"
0,"b'@Paytm @RBI @SupremeCourtFan @arunjaitley Refering to SC rule, KYC mandate is removed. Then why are u mandating for\xe2\x80\xa6 https://t.co/6Dt1pJTuP2'","neutral"
-1,"b'.@paytm too.. privacy concerns, old fashioned! https://t.co/aAEIVjCS11'","negative"
0,"b'@Paytm how much time do youll take for a refund? Please help!'","neutral"
0,"b""Why doesn't Hon Supreme Court ruling apply to @paytm? @IndianExpress @the_hindu https://t.co/4ZJvDcwuOX""","neutral"
0,"b'India Women 151/3 in 32.5 Overs @paytm #IndvEng #ODI\xc2\xa0 Scorecard:https://t.co/tN7jnIbGUN'","neutral"
0,"b'@BCCI @Paytm Whishes to women team .'","neutral"
0,"b'@iSudatta @shantanub @Paytm @the_hindu @IndianExpress except the access to internet, rest of the permissions - came\xe2\x80\xa6 https://t.co/0xvcRLLnqM'","neutral"
0,"b""@Paytmcare @Subirsrkjsr @paytm why don't you respond?""","neutral"
-1,"b'@Paytm after kyc your app is not letting me deposit more money in my account. It is urgent but no representative is helping.'","negative"
0,"b""@iSudatta @shantanub @Paytm Why isn't the media  @the_hindu @IndianExpress focusing on the abnormal data collection\xe2\x80\xa6 https://t.co/hRLzraZH3X""","neutral"
-1,"b'Dear @Paytm @Paytmcare @PaytmMall kindly look into it on urgent basis it is not delivered till now. https://t.co/vxcT6Iqw0f'","negative"
-1,"b'S S Mandhana  FOUR! India Women 125/3 (29.2) (10x4, 3x6) @paytm #IndvEng #ODI'","negative"
1,"b""@iSudatta @Paytm Realized even for Uber etc. it's far easier to link my bank debit card.""","positive"
-1,"b'@shantanub @Paytm I stopped using @Paytm. Their demands were becoming annoying!'","negative"
0,"b'@BCCIWomen @Paytm Congratulations @mandhana_smriti'","neutral"
1,"b'Cash back offers are finished at @TezbyGoogle Every time getting ""Better luck next time"". So annoying. Now moving t\xe2\x80\xa6 https://t.co/73i4HdouMS'","positive"
0,"b'Just spoke to a @Paytm KYC rep on the phone who said he would only accept Aadhar and not my passport details. Asked\xe2\x80\xa6 https://t.co/M11NznT2g1'","neutral"
0,"b'@Paytmcare @Paytm https://t.co/dYW8p5SRk9'","neutral"
-1,"b'S S Mandhana 53 runs in 79 balls  (3x4, 2x6) India Women 110/3 @paytm #IndvEng #ODI\xc2\xa0 Scorecard:https://t.co/tN7jnIbGUN'","negative"
-1,"b'S S Mandhana  SIX! India Women 110/3 (25.6) (9x4, 3x6) @paytm #IndvEng #ODI'","negative"
-1,"b'@paytm @Paytmcare @PaytmBank ! account has KYC in complete, you have frozen my account. Hasn\xe2\x80\x99t Supreme Court of Ind\xe2\x80\xa6 https://t.co/I1Qn7e2GNW'","negative"
-1,"b'S S Mandhana  FOUR! India Women 97/3 (22.2) (9x4, 2x6) @paytm #IndvEng #ODI'","negative"
0,"b'@Paytm @Paytmcare @vijayshekhar @Remus \xe0\xa4\xae\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa0\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xa7\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\xb2 \xe0\xa4\x86\xe0\xa4\xa3\xe0\xa4\xbf \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x81\xe0\xa4\xae\xe0\xa4\x9a\xe0\xa5\x87 \xe0\xa4\x85\xe0\xa4\xa7\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xa4 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\xa4,\xe2\x80\xa6 https://t.co/iJxvNtU2Y5'","neutral"
-1,"b'T12- It\'s shocking that @Paytm still don\'t have ""Visa Pay"" option and @vijayshekhar is not even thinking about it.\xe2\x80\xa6 https://t.co/RZ7mpgkGJ4'","negative"
1,"b'End Of Over 20 - India Women 89/2, Need 119 Run(s) to Win, Harmanpreet Kaur 20(34)  S S Mandhana 43(55) @paytm #IndvEng #ODI'","positive"
1,"b'@BCCIWomen @Paytm Right Bro. https://t.co/Rj9MrDpdbI'","positive"
0,"b'Harmanpreet Kaur  SIX! India Women 88/2 (19.3) (8x4, 2x6) @paytm #IndvEng #ODI'","neutral"
0,"b'@Paytm pls add \xe2\x80\x98lic premium\xe2\x80\x99'","neutral"
0,"b'@BCCIWomen @Paytm Mithali ka mood hi nhi raha cricket khelne ka ab. She should be retired from cricket.'","neutral"
1,"b'@Paytmcare @paytm what a shoddy handling of customer grivienace. 2 days back #Paytm support staff asked for 48 hour\xe2\x80\xa6 https://t.co/IKXLnJY96l'","positive"
0,"b'I forgot my @Paytm password. The only way to reset password is by calling to some phone number the app mentions - A\xe2\x80\xa6 https://t.co/1GLLzuVGd0'","neutral"
0,"b'Harmanpreet Kaur  FOUR! India Women 68/2 (13.6) (8x4, 1x6) @paytm #IndvEng #ODI'","neutral"
0,"b'@venkatsrinath1 @BCCIWomen @Paytm At least 1 of these 2 have to be there till the score is past 150.\nOtherwise collapse.'","neutral"
-1,"b""@paytmbankcare @Paytmcare @Paytm @PaytmBank what hell is going on with my account I'm trying to contact you since m\xe2\x80\xa6 https://t.co/5yvKVTvskf""","negative"
0,"b'@Paytmcare Hi! @paytm I hav already replied the mail regardng query ref. no. 59477968 at 3:06AM on 6/4/18. i m atta\xe2\x80\xa6 https://t.co/Av2FTBcZgi'","neutral"
0,"b'@sambitlnt @_AnsumanRath @MobiKwik @BipinSingh @kumariika @UpasanaTaku @SHAHSUDH @BharatBillPay Why CESU is not inc\xe2\x80\xa6 https://t.co/WLHjOma4JN'","neutral"
1,"b""@Paytm ji I recharged of 399rs  or and applied FAMIlY promocode  bt i didn't get any cashback even i completed my K\xe2\x80\xa6 https://t.co/DUAkuUFlA1""","positive"
0,"b'@BCCIWomen @Paytm Very lethargic \xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x98\x9e'","neutral"
1,"b'End Of Over 10 - India Women 52/2, Need 156 Run(s) to Win,  S S Mandhana 29(29) Harmanpreet Kaur 0(0) @paytm #IndvEng #ODI'","positive"
0,"b'Dear Sir,\nGood Afternoon \n\xe0\xa4\x86\xe0\xa4\x9c \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x9d\xe0\xa5\x87 Paytm Ka \xe0\xa4\xac\xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb6\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb0 \nCalendar \xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa4\xbe,\xe0\xa4\x94\xe0\xa4\xb0 PaytmApp\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xaf\xe0\xa5\x82\xe0\xa4\x9c\xe0\xa4\xb0\xe0\xa4\xab\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\xa1\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\xa1\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x87\xe0\xa4\xa8 \xe0\xa4\x95\xe0\xa4\xb0\xe2\x80\xa6 https://t.co/EMoGAvms7t'","neutral"
0,"b'India Women 52/2 in 9.4 Overs @paytm #IndvEng #ODI\xc2\xa0 Scorecard:https://t.co/tN7jnIbGUN'","neutral"
-1,"b'S S Mandhana  SIX! India Women 52/2 (9.4) (7x4, 1x6) @paytm #IndvEng #ODI'","negative"
-1,"b'S S Mandhana  FOUR! India Women 46/2 (9.1) (7x4, 0x6) @paytm #IndvEng #ODI'","negative"
0,"b'@BCCIWomen @Paytm What was the eng women score after first 5 overs'","neutral"
0,"b'WICKET! Over: 8.6 Mithali 0(8) lbw Danielle Hazell, India Women 41/2 @paytm #IndvEng #ODI'","neutral"
0,"b""Trying to buy @IPL but @Paytm is making it the most inconvenient process ever. Why can't they just take my money wi\xe2\x80\xa6 https://t.co/PlxRmq6ony""","neutral"
0,"b'@Paytm not able to cancel the subscription form the Paytm app .kindly help https://t.co/zEisJL9J5Q'","neutral"
-2,"b""@Paytm Dear Paytm,\nI tweeted my complaint on yesterday but still u even don't respond it. What bad u r services tha\xe2\x80\xa6 https://t.co/s37oJYKtUw""","negative"
-1,"b'S S Mandhana  FOUR! India Women 41/1 (7.3) (6x4, 0x6) @paytm #IndvEng #ODI'","negative"
-2,"b'@Paytm @Paytmcare Please Answer for this cheating https://t.co/ozUTj4h8uG'","negative"
-2,"b'@Paytm @Paytmcare  Please Answer for this cheating. https://t.co/dAiJb8RByd'","negative"
-2,"b'@Paytm @Paytmcare Why this kind of cheating. Cheap game by Paytm. Now your customer care is unable to reach me to r\xe2\x80\xa6 https://t.co/7v5sbguBlf'","negative"
0,"b'@Paytm @PaytmBank @Paytmcare \n\nAlready share address and contact details ..\n\nPlz do the needful for BC agent'","neutral"
0,"b'@Paytm Paytm is ATM but ATM is not paytm'","neutral"
0,"b'WICKET! Over: 6.4 D P Vaidya 15(23) b Danielle Hazell, India Women 37/1 @paytm #IndvEng #ODI'","neutral"
-2,"b'@Paytm Asshats forcing for KYC, even if due date is cancelld by SC My money is stuck at patym wallet. Customer care non responding morons'","negative"
0,"b'D P Vaidya  FOUR! India Women 37/0 (6.2) (5x4, 0x6) @paytm #IndvEng #ODI'","neutral"
0,"b""@Paytm @paytm I haven't received my money back.. #Consumer""","neutral"
0,"b'@Paytmcare @Paytm trying your customer care number from past 1 hour but not getting connected.Please arrange a callback on 9582079902'","neutral"
-1,"b'@ShubhamKhera2 @Paytmcare @Paytm Too much disappointed with this application..'","negative"
0,"b'@MeghrajSugare @Paytm @kunal_050689 @Paytmcare @vijayshekhar @arunjaitley @PatyM @TheOfficialSBI I know that @Paytm\xe2\x80\xa6 https://t.co/jb61WHP9Tq'","neutral"
0,"b'D P Vaidya  FOUR! India Women 32/0 (5.3) (4x4, 0x6) @paytm #IndvEng #ODI'","neutral"
-1,"b'Bluedart courier man never call me during delivery of my consignment and wrongly updated in system out of delivery\xe2\x80\xa6 https://t.co/517hV8bGgs'","negative"
-1,"b'@AjaySin08597009 @Paytmcare Really paytm service sucks @paytm @paytmcare'","negative"
-1,"b'@Paytm @vijayshekhar is anyone frm ths garbage hole will explain how i can get/recover my money if ths blunder app\xe2\x80\xa6 https://t.co/Dwnf1rsyx3'","negative"
0,"b""@Paytmcare @Paytm @vijayshekhar As a #PaytmPareshan customer I'm ashamed to say that all #Paytm inefficient support\xe2\x80\xa6 https://t.co/TLExkFZzfq""","neutral"
-1,"b""@Paytm @Paytmcare \nI couldn't send money to other person why?? Please tell\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\nWhen I send lifafa then it's happing https://t.co/9wzjU4HUTt""","negative"
0,"b""@UIDAI Why paytm is taking finger print for KYC verification? Is it mandatory? Even banks won't do all these non-se\xe2\x80\xa6 https://t.co/wKZ9Q2OWMu""","neutral"
-1,"b'your customer care 24*7 number is also worst because there is no any option to connect customer care agent to resol\xe2\x80\xa6 https://t.co/SfNoKha8rw'","negative"
-1,"b'S S Mandhana  FOUR! India Women 25/0 (4.5) (3x4, 0x6) @paytm #IndvEng #ODI'","negative"
-2,"b'@Paytm @vijayshekhar hey u motherfucker\nWhat the hell is happened to your customer care.\nBloody moron u are not less thn a basterd.'","negative"
0,"b'D P Vaidya  FOUR! India Women 19/0 (3.6) (2x4, 0x6) @paytm #IndvEng #ODI'","neutral"
1,"b'@BCCIWomen @HalaPlayDotCom @Paytm So guyz our analysis has been decent. Knight did not play, Pandey did not get any\xe2\x80\xa6 https://t.co/ydbGzNqGs3'","positive"
0,"b'@Paytmcare @Paytm @Paytmcare  its been 3 days now. Still the issue is unresolved.'","neutral"
-1,"b'S S Mandhana  FOUR! India Women 6/0 (0.5) (1x4, 0x6) @paytm #IndvEng #ODI'","negative"
0,"b'@Satyadev_Ram @Paytm @Paytmcare Yahi sach hai paytm ka kuch nai milta but scheme badi badi hoti...hai'","neutral"
0,"b'@BCCI @Paytm \xf0\x9f\x98\x8d\xf0\x9f\x98\x98'","neutral"
0,"b'@Paytmcare @Paytm @PaytmMall @PaytmBank  i got a call saying from paytm mall. That i was selected in a lucky draw a\xe2\x80\xa6 https://t.co/JHXRDKBQVD'","neutral"
0,"b'@arunjaitley Sir , when the SC has given a stay on linking banks and mobiles with Adhar Card untill further orders\xe2\x80\xa6 https://t.co/VJtR6Jyq4G'","neutral"
1,"b""People call it #policy as per convenience, isn't it? Something like how @Paytm #paytm unofficially became #National\xe2\x80\xa6 https://t.co/emmBwzDyKi""","positive"
0,"b""Worst service I'll Order a phone and now not delivered me and booking time on website delivery date is 5apr  but no\xe2\x80\xa6 https://t.co/qHrVeCRUeu""","neutral"
0,"b'@Simonah04912498 @BCCIWomen @Paytm \xe0\xa6\xb8\xe0\xa6\xae\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe \xe0\xa6\xa8\xe0\xa6\xbe \xe0\xa6\xa4\xe0\xa6\xbe\xe0\xa6\x95\xe0\xa6\xb2\xe0\xa7\x87 \xe0\xa6\x95\xe0\xa6\xbf \xe0\xa6\x9a\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa7\x8d\xe0\xa6\xb2\xe0\xa6\xbe \xe0\xa6\x9a\xe0\xa6\xbf\xe0\xa6\xb2\xe0\xa7\x8d\xe0\xa6\xb2\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xa8\xe0\xa6\xbf'","neutral"
1,"b'@TheViralFever perfect one #TechConversationWithDad #DadonTwitter @Paytm\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c https://t.co/ubNzYPEliW'","positive"
0,"b'Cc @Paytm @Paytmcare @vijayshekhar \nPls dlvr it latest by 8th Morning and if not delivrd by 8th Morning..I will hav\xe2\x80\xa6 https://t.co/jGSNRAmw6j'","neutral"
1,"b'@SobhanaDesikan @Paytmcare @Paytm I did not like the fact that paytm needs access to call log. Is this a surveillance app?'","positive"
0,"b'Hi @Paytm @Paytmcare @vijayshekhar @renusatti @amitsins: ordered a fridge which was returned due to floor not being\xe2\x80\xa6 https://t.co/alwlMqNwuo'","neutral"
0,"b'@lionsdenkxip @Paytm @insiderdotin  https://t.co/q1jWSQDmqy'","neutral"
1,"b'@BCCI @Paytm All the best'","positive"
0,"b'Re-placed the order today coz the earlier one was cancelled \xf0\x9f\x98\xa1\nRequesting u again to pls deliver it to the respectiv\xe2\x80\xa6 https://t.co/TxKb66ryYP'","neutral"
-1,"b'@Paytm \nWhat an unfortunate that Vijay Sekhar the elder brother of Nirav Modi still exploiting commons in the name of @PMOIndia'","negative"
0,"b'@Paytm @Paytmcare after repeated requests my mobile number has not been changed. No reply since 10 days https://t.co/DYdyEb3S5J'","neutral"
0,"b'@PaytmMall @Paytm @Paytmcare\nUnable to place orders on @PaytmMall\n\nDone Full KYC (InPerson verification). Using Pay\xe2\x80\xa6 https://t.co/QwAd3HfejM'","neutral"
0,"b'@BCCI @Paytm @chopraanjum maaf karna behen but u look psycho in this hairstyle....bade baal hi acche the'","neutral"
0,"b'@vijayshekhar @Paytm @vijayshekhar #Digitalmoney #paytmsucks #paytmmatkato #horriblecustomerservice \n@Paytm, can\xe2\x80\x99t\xe2\x80\xa6 https://t.co/2GOjbgk1dx'","neutral"
0,"b'@Paytm @Paytmcare This cash back is regarding creating the paytm bhim Upi address. Please credit the cash back.'","neutral"
1,"b'@Paytm @Paytmcare Query reference number 59307126 regarding cash back of RS 50 not credited by paytm. Very embarras\xe2\x80\xa6 https://t.co/o6weHr5m1f'","positive"
-1,"b'@PaytmBank @Paytmcare @Paytm all details leaked of my Paytm bank\n8145053455'","negative"
0,"b'Thank you very much #paytm #paytmkaro @Paytm @vijayshekhar @PaytmBank https://t.co/ZeTfef2mu0'","neutral"
0,"b'Why @Paytm @Paytmcare asking for KYC? All designated @Paytm KYC points asking for money for it. How to believe such\xe2\x80\xa6 https://t.co/OUo9HrNBN4'","neutral"
0,"b'@paytm cud u plz tell me, is this any kinda scan which @paytm is planning for? 2/2'","neutral"
0,"b'@BCCI @Paytm This is women time'","neutral"
0,"b'@Paytm @Paytmcare  @PaytmCareOne i hv a Tap to pay card and it has some balance in this, for checking the balance o\xe2\x80\xa6 https://t.co/og5YN5QKc8'","neutral"
0,"b'@Paytm @Paytmcare @PMOIndia \nMy all details of Paytm account are leaked.i received so many other call and irritate\xe2\x80\xa6 https://t.co/TlKf4k793j'","neutral"
0,"b'@paytmmallcare @vijayshekhar @paytm #paytmmatkaro #paytmsucks #horriblecustomerservice.  No as per ref no 40225377,\xe2\x80\xa6 https://t.co/r2egbB59lu'","neutral"
1,"b'@Paytmcare Email id i provided. \nWaiting for better response.\n@RBI \n@Paytm \n@Paytmcare'","positive"
1,"b'@vijayshekhar @paytmcare @paytm @PaytmTravelCare REF No. 44538336\nThere is no REFUND received yet in the wallet &amp; C\xe2\x80\xa6 https://t.co/k2BqOuQY0I'","positive"
1,"b'@Paytm super theme https://t.co/uA0uhmCCFh'","positive"
0,"b'@Dharya1997 @BCCIWomen @Paytm @khushikadri Yes. Hope our batswomen will chase it down.'","neutral"
1,"b'@MadhuDADA @BCCIWomen @Paytm @khushikadri Good Chance we have!'","positive"
0,"b'@BCCIWomen @Paytm Cc: @khushikadri @Dharya1997'","neutral"
0,"b'@sweetybliss11 @BCCIWomen @Paytm Bcci website live streaming available'","neutral"
2,"b'@BCCIWomen @Paytm Well bowled girls @BCCIWomen  to restrict the opposition to a modest total. Now bat well and chas\xe2\x80\xa6 https://t.co/Zjojba4UsT'","positive"
0,"b'@BCCIWomen @Paytm Bcci website pe link h yar.'","neutral"
0,"b'@BCCIWomen @Paytm Where we can watch this match ?? Which sports channel plz reply'","neutral"
0,"b'@BCCIWomen @Paytm 2nd Innings TV pr dikaa do yrr \xf0\x9f\x99\x8f'","neutral"
0,"b'End Innings: England Women - 207/10 in 49.3 overs  (Danielle Hazell 33 off 52, Alexandra Hartley 3 off 5) @paytm #IndvEng #ODI'","neutral"
0,"b'WICKET! Over: 49.3 Danielle Hazell 33(52) b Ekta Bisht, England Women 207/10 @paytm #IndvEng #ODI'","neutral"
0,"b'@vijayshekhar @Paytm @Paytmcare when is ticket 54494676 for fastag going to be resolved? Ah the standards of paytm service!'","neutral"
0,"b'Danielle Hazell  FOUR! England Women 207/9 (49.2) (20x4, 2x6) @paytm #IndvEng #ODI'","neutral"
0,"b'England Women 203/9 in 49.1 Overs @paytm #IndvEng #ODI\xc2\xa0 Scorecard:https://t.co/tN7jnIbGUN'","neutral"
0,"b'Danielle Hazell  SIX! England Women 203/9 (49.1) (19x4, 2x6) @paytm #IndvEng #ODI'","neutral"
0,"b'@AIia_Bhatt @BCCI @Paytm This is not IPL match.'","neutral"
0,"b""@Paytm @Paytmcare my friend sent me 50\xe2\x82\xb9 paytm but i didn't receive?""","neutral"
-1,"b'A complete fooling app @Paytm'","negative"
-1,"b'@Paytm  and @Paytmcare , now see another screenshot wherein you show something went wrong when it asks to update th\xe2\x80\xa6 https://t.co/qdabkFoT1a'","negative"
1,"b'@BCCI @Paytm Nice'","positive"
0,"b'@BCCIWomen @Paytm Waiting for @mandhana_smriti batting..'","neutral"
0,"b'Danielle Hazell  FOUR! England Women 194/9 (48.1) (19x4, 1x6) @paytm #IndvEng #ODI'","neutral"
0,"b'@rubberneckin @Paytm @Paytmcare cc: @renusatti'","neutral"
0,"b'@StarSportsIndia Why @Paytm trophy of @BCCIWomen is not available on @hotstartweets? Wasted my money on #hotstar subscription. \xf0\x9f\x98\xa1'","neutral"
0,"b'@BCCIWomen @Paytm Is there live telecast ?'","neutral"
0,"b""@Paytm @vijayshekhar @PhonePeSupport \nI want to join with phonepe \nPaytm doesn't solve problem\n# ghatiyapaytm https://t.co/rsqmMBfrk8""","neutral"
0,"b'I was sending amount though lucky lifafa to my friend,but @Paytm has transferred it to another account, kindly refu\xe2\x80\xa6 https://t.co/UjbT4nJG1i'","neutral"
0,"b'@BCCIWomen @Paytm One wicket or h'","neutral"
1,"b'@BCCI @Paytm really nice'","positive"
0,"b'Poonam Yadav 4 WICKETS! (8.5-1-23-4), England Women 185/9 @paytm #IndvEng #ODI'","neutral"
0,"b'WICKET! Over: 46.5 Sophie Ecclestone 1(5) ct Veda Krishnamurthy b Poonam Yadav, England Women 185/9 @paytm #IndvEng #ODI'","neutral"
-1,"b'@Paytm Hey fraud company please refund my money'","negative"
0,"b'@BCCIWomen @Paytm Live telecast Kyu NAHI h ??'","neutral"
0,"b'@Paytm https://t.co/VCw9kpmcZh'","neutral"
0,"b'WICKET! Over: 45.2 Frances Wilson 45(78) ct Shikha Pandey b Deepti , England Women 181/8 @paytm #IndvEng #ODI'","neutral"
0,"b'@BCCIdomestic @Paytm in ipl'","neutral"
-1,"b'@BCCIdomestic @Paytm please return warner and smith'","negative"
0,"b'Frances Wilson  FOUR! England Women 180/7 (44.5) (18x4, 1x6) @paytm #IndvEng #ODI'","neutral"
-1,"b""@Paytm , I'm truly disgusted with your KYC process and the people you have hired. When I open the app, a pop up com\xe2\x80\xa6 https://t.co/lhygTzbtM0""","negative"
0,"b"".@Paytm 's upcoming Android and iOS applications will offer investors mutual funds from 12 of the 15 largest AMCs i\xe2\x80\xa6 https://t.co/f01JhKlxNl""","neutral"
